"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration","qD_pred"
"1063",600,"interpolated",0,8.592,8.307,8.877,0.998,0.998,0.998,"Maui Nui","97",13.0201767734012
"1064",700,"interpolated",0,8.759,8.449,9.069,0.998,0.998,0.999,"Maui Nui","97",13.2149384140065
"1065",800,"interpolated",0,8.899,8.566,9.232,0.999,0.998,0.999,"Maui Nui","97",13.597802941289
"1066",900,"interpolated",0,9.021,8.667,9.375,0.999,0.999,0.999,"Maui Nui","97",13.7569744190531
"1067",1000,"interpolated",0,9.129,8.756,9.503,0.999,0.999,0.999,"Maui Nui","97",13.9816212777176
"1068",1,"interpolated",0,1,1,1,0.313,0.308,0.317,"Maui Nui","98",1.01907652695323
"1069",100,"interpolated",0,7.658,7.53,7.786,0.981,0.981,0.982,"Maui Nui","98",8.52406495953037
"1070",200,"interpolated",0,8.981,8.802,9.159,0.99,0.99,0.991,"Maui Nui","98",10.3193449282619
"1071",300,"interpolated",0,9.753,9.531,9.976,0.994,0.993,0.994,"Maui Nui","98",11.2148972883983
"1072",400,"interpolated",0,10.296,10.038,10.555,0.995,0.995,0.996,"Maui Nui","98",12.0736654208794
"1073",500,"interpolated",0,10.722,10.438,11.006,0.996,0.996,0.996,"Maui Nui","98",12.4512670505219
"1074",600,"interpolated",0,11.075,10.772,11.378,0.997,0.996,0.997,"Maui Nui","98",13.0201767734012
"1075",700,"interpolated",0,11.376,11.06,11.693,0.997,0.997,0.997,"Maui Nui","98",13.2149384140065
"1076",800,"interpolated",0,11.637,11.31,11.963,0.998,0.997,0.998,"Maui Nui","98",13.597802941289
"1077",900,"interpolated",0,11.864,11.531,12.197,0.998,0.998,0.998,"Maui Nui","98",13.7569744190531
"1078",1000,"interpolated",0,12.063,11.725,12.4,0.998,0.998,0.998,"Maui Nui","98",13.9816212777176
"1079",1,"interpolated",0,1,1,1,0.347,0.339,0.354,"Maui Nui","99",1.01907652695323
"1080",100,"interpolated",0,8.346,8.228,8.463,0.986,0.985,0.987,"Maui Nui","99",8.52406495953037
"1081",200,"interpolated",0,9.26,9.105,9.415,0.994,0.993,0.994,"Maui Nui","99",10.3193449282619
"1082",300,"interpolated",0,9.739,9.566,9.913,0.996,0.996,0.997,"Maui Nui","99",11.2148972883983
"1083",400,"interpolated",0,10.055,9.864,10.245,0.997,0.997,0.998,"Maui Nui","99",12.0736654208794
"1084",500,"interpolated",0,10.283,10.072,10.493,0.998,0.998,0.998,"Maui Nui","99",12.4512670505219
"1085",600,"interpolated",0,10.458,10.225,10.69,0.998,0.998,0.999,"Maui Nui","99",13.0201767734012
"1086",700,"interpolated",0,10.598,10.345,10.851,0.999,0.998,0.999,"Maui Nui","99",13.2149384140065
"1087",800,"interpolated",0,10.714,10.442,10.986,0.999,0.999,0.999,"Maui Nui","99",13.597802941289
"1088",900,"interpolated",0,10.813,10.525,11.102,0.999,0.999,0.999,"Maui Nui","99",13.7569744190531
"1089",1000,"interpolated",0,10.9,10.598,11.203,0.999,0.999,0.999,"Maui Nui","99",13.9816212777176
"1090",1,"interpolated",0,1,1,1,0.365,0.358,0.371,"Maui Nui","100",1.01907652695323
"1091",100,"interpolated",0,8.174,8.001,8.347,0.974,0.972,0.975,"Maui Nui","100",8.52406495953037
"1092",200,"interpolated",0,10.112,9.882,10.343,0.986,0.985,0.987,"Maui Nui","100",10.3193449282619
"1093",300,"interpolated",0,11.256,10.989,11.523,0.991,0.99,0.991,"Maui Nui","100",11.2148972883983
"1094",400,"interpolated",0,12.048,11.763,12.333,0.993,0.993,0.993,"Maui Nui","100",12.0736654208794
"1095",500,"interpolated",0,12.643,12.354,12.931,0.995,0.995,0.995,"Maui Nui","100",12.4512670505219
"1096",600,"interpolated",0,13.106,12.824,13.388,0.996,0.996,0.996,"Maui Nui","100",13.0201767734012
"1097",700,"interpolated",0,13.473,13.204,13.741,0.997,0.997,0.997,"Maui Nui","100",13.2149384140065
"1098",800,"interpolated",0,13.765,13.513,14.017,0.997,0.997,0.998,"Maui Nui","100",13.597802941289
"1099",900,"interpolated",0,13.999,13.766,14.233,0.998,0.998,0.998,"Maui Nui","100",13.7569744190531
"1100",1000,"interpolated",0,14.187,13.972,14.403,0.998,0.998,0.999,"Maui Nui","100",13.9816212777176
"1101",1,"interpolated",0,1,1,1,0.28,0.275,0.284,"Hawai'i Island","1",1.01770153189235
"1102",100,"interpolated",0,6.44,6.317,6.564,0.989,0.988,0.99,"Hawai'i Island","1",6.95188491620229
"1103",200,"interpolated",0,7.259,7.08,7.438,0.994,0.993,0.994,"Hawai'i Island","1",8.14084724458174
"1104",300,"interpolated",0,7.759,7.538,7.98,0.996,0.995,0.997,"Hawai'i Island","1",8.62357391511769
"1105",400,"interpolated",0,8.095,7.842,8.349,0.997,0.997,0.998,"Hawai'i Island","1",9.12845686690644
"1106",500,"interpolated",0,8.343,8.064,8.621,0.998,0.998,0.998,"Hawai'i Island","1",9.26995807471262
"1107",600,"interpolated",0,8.537,8.24,8.835,0.998,0.998,0.999,"Hawai'i Island","1",9.59796501117822
"1108",700,"interpolated",0,8.698,8.386,9.009,0.999,0.998,0.999,"Hawai'i Island","1",9.63724151924224
"1109",800,"interpolated",0,8.834,8.512,9.155,0.999,0.999,0.999,"Hawai'i Island","1",9.85003789090638
"1110",900,"interpolated",0,8.952,8.623,9.281,0.999,0.999,0.999,"Hawai'i Island","1",9.89141012889936
"1111",1000,"interpolated",0,9.056,8.722,9.39,0.999,0.999,0.999,"Hawai'i Island","1",9.99878290037203
"1112",1,"interpolated",0,1,1,1,0.402,0.395,0.408,"Hawai'i Island","2",1.01770153189235
"1113",100,"interpolated",0,9.069,8.937,9.201,0.98,0.979,0.981,"Hawai'i Island","2",6.95188491620229
"1114",200,"interpolated",0,10.391,10.24,10.542,0.991,0.991,0.992,"Hawai'i Island","2",8.14084724458174
"1115",300,"interpolated",0,11.024,10.88,11.168,0.995,0.995,0.996,"Hawai'i Island","2",8.62357391511769
"1116",400,"interpolated",0,11.373,11.244,11.502,0.997,0.997,0.998,"Hawai'i Island","2",9.12845686690644
"1117",500,"interpolated",0,11.584,11.472,11.695,0.998,0.998,0.999,"Hawai'i Island","2",9.26995807471262
"1118",600,"interpolated",0,11.717,11.624,11.811,0.999,0.999,0.999,"Hawai'i Island","2",9.59796501117822
"1119",700,"interpolated",0,11.806,11.728,11.883,0.999,0.999,0.999,"Hawai'i Island","2",9.63724151924224
"1120",800,"interpolated",0,11.865,11.802,11.929,1,0.999,1,"Hawai'i Island","2",9.85003789090638
"1121",900,"interpolated",0,11.906,11.856,11.957,1,1,1,"Hawai'i Island","2",9.89141012889936
"1122",1000,"interpolated",0,11.935,11.894,11.975,1,1,1,"Hawai'i Island","2",9.99878290037203
"1123",1,"interpolated",0,1,1,1,0.241,0.239,0.244,"Hawai'i Island","3",1.01770153189235
"1124",100,"interpolated",0,8.315,8.242,8.388,0.986,0.985,0.987,"Hawai'i Island","3",6.95188491620229
"1125",200,"interpolated",0,9.148,9.043,9.253,0.995,0.994,0.995,"Hawai'i Island","3",8.14084724458174
"1126",300,"interpolated",0,9.579,9.443,9.715,0.996,0.996,0.997,"Hawai'i Island","3",8.62357391511769
"1127",400,"interpolated",0,9.899,9.735,10.063,0.997,0.997,0.997,"Hawai'i Island","3",9.12845686690644
"1128",500,"interpolated",0,10.16,9.971,10.35,0.998,0.997,0.998,"Hawai'i Island","3",9.26995807471262
"1129",600,"interpolated",0,10.38,10.166,10.594,0.998,0.998,0.998,"Hawai'i Island","3",9.59796501117822
"1130",700,"interpolated",0,10.571,10.334,10.808,0.998,0.998,0.998,"Hawai'i Island","3",9.63724151924224
"1131",800,"interpolated",0,10.74,10.481,10.999,0.998,0.998,0.999,"Hawai'i Island","3",9.85003789090638
"1132",900,"interpolated",0,10.892,10.612,11.173,0.999,0.998,0.999,"Hawai'i Island","3",9.89141012889936
"1133",1000,"interpolated",0,11.031,10.731,11.332,0.999,0.998,0.999,"Hawai'i Island","3",9.99878290037203
"1134",1,"interpolated",0,1,1,1,0.276,0.271,0.281,"Hawai'i Island","4",1.01770153189235
"1135",100,"interpolated",0,8.555,8.303,8.807,0.974,0.972,0.975,"Hawai'i Island","4",6.95188491620229
"1136",200,"interpolated",0,10.417,10.103,10.731,0.987,0.986,0.988,"Hawai'i Island","4",8.14084724458174
"1137",300,"interpolated",0,11.433,11.107,11.758,0.992,0.992,0.993,"Hawai'i Island","4",8.62357391511769
"1138",400,"interpolated",0,12.068,11.75,12.386,0.995,0.994,0.995,"Hawai'i Island","4",9.12845686690644
"1139",500,"interpolated",0,12.495,12.19,12.801,0.996,0.996,0.997,"Hawai'i Island","4",9.26995807471262
"1140",600,"interpolated",0,12.797,12.501,13.092,0.997,0.997,0.998,"Hawai'i Island","4",9.59796501117822
"1141",700,"interpolated",0,13.017,12.729,13.304,0.998,0.998,0.998,"Hawai'i Island","4",9.63724151924224
"1142",800,"interpolated",0,13.183,12.901,13.464,0.999,0.998,0.999,"Hawai'i Island","4",9.85003789090638
"1143",900,"interpolated",0,13.311,13.034,13.588,0.999,0.999,0.999,"Hawai'i Island","4",9.89141012889936
"1144",1000,"interpolated",0,13.413,13.14,13.687,0.999,0.999,0.999,"Hawai'i Island","4",9.99878290037203
"1145",1,"interpolated",0,1,1,1,0.478,0.469,0.488,"Hawai'i Island","5",1.01770153189235
"1146",100,"interpolated",0,5.879,5.685,6.072,0.986,0.984,0.987,"Hawai'i Island","5",6.95188491620229
"1147",200,"interpolated",0,6.877,6.592,7.163,0.993,0.992,0.993,"Hawai'i Island","5",8.14084724458174
"1148",300,"interpolated",0,7.5,7.164,7.836,0.995,0.994,0.995,"Hawai'i Island","5",8.62357391511769
"1149",400,"interpolated",0,7.962,7.603,8.322,0.996,0.996,0.996,"Hawai'i Island","5",9.12845686690644
"1150",500,"interpolated",0,8.323,7.955,8.691,0.997,0.996,0.997,"Hawai'i Island","5",9.26995807471262
"1151",600,"interpolated",0,8.612,8.244,8.979,0.997,0.997,0.998,"Hawai'i Island","5",9.59796501117822
"1152",700,"interpolated",0,8.847,8.486,9.208,0.998,0.998,0.998,"Hawai'i Island","5",9.63724151924224
"1153",800,"interpolated",0,9.04,8.69,9.39,0.998,0.998,0.999,"Hawai'i Island","5",9.85003789090638
"1154",900,"interpolated",0,9.2,8.863,9.538,0.999,0.998,0.999,"Hawai'i Island","5",9.89141012889936
"1155",1000,"interpolated",0,9.334,9.011,9.657,0.999,0.999,0.999,"Hawai'i Island","5",9.99878290037203
"1156",1,"interpolated",0,1,1,1,0.506,0.496,0.517,"Hawai'i Island","6",1.01770153189235
"1157",100,"interpolated",0,6.094,5.975,6.214,0.989,0.989,0.99,"Hawai'i Island","6",6.95188491620229
"1158",200,"interpolated",0,6.797,6.649,6.945,0.995,0.995,0.996,"Hawai'i Island","6",8.14084724458174
"1159",300,"interpolated",0,7.17,7.014,7.326,0.997,0.997,0.997,"Hawai'i Island","6",8.62357391511769
"1160",400,"interpolated",0,7.409,7.258,7.561,0.998,0.998,0.998,"Hawai'i Island","6",9.12845686690644
"1161",500,"interpolated",0,7.574,7.433,7.714,0.999,0.998,0.999,"Hawai'i Island","6",9.26995807471262
"1162",600,"interpolated",0,7.69,7.565,7.816,0.999,0.999,0.999,"Hawai'i Island","6",9.59796501117822
"1163",700,"interpolated",0,7.775,7.664,7.885,0.999,0.999,0.999,"Hawai'i Island","6",9.63724151924224
"1164",800,"interpolated",0,7.836,7.741,7.931,0.999,0.999,1,"Hawai'i Island","6",9.85003789090638
"1165",900,"interpolated",0,7.88,7.799,7.962,1,0.999,1,"Hawai'i Island","6",9.89141012889936
"1166",1000,"interpolated",0,7.913,7.844,7.982,1,1,1,"Hawai'i Island","6",9.99878290037203
"1167",1,"interpolated",0,1,1,1,0.449,0.444,0.454,"Hawai'i Island","7",1.01770153189235
"1168",100,"interpolated",0,4.983,4.888,5.078,0.989,0.989,0.99,"Hawai'i Island","7",6.95188491620229
"1169",200,"interpolated",0,5.73,5.59,5.87,0.995,0.994,0.995,"Hawai'i Island","7",8.14084724458174
"1170",300,"interpolated",0,6.164,5.995,6.333,0.996,0.996,0.997,"Hawai'i Island","7",8.62357391511769
"1171",400,"interpolated",0,6.474,6.287,6.66,0.997,0.997,0.998,"Hawai'i Island","7",9.12845686690644
"1172",500,"interpolated",0,6.715,6.518,6.911,0.998,0.998,0.998,"Hawai'i Island","7",9.26995807471262
"1173",600,"interpolated",0,6.91,6.709,7.11,0.998,0.998,0.998,"Hawai'i Island","7",9.59796501117822
"1174",700,"interpolated",0,7.07,6.869,7.272,0.999,0.998,0.999,"Hawai'i Island","7",9.63724151924224
"1175",800,"interpolated",0,7.204,7.004,7.404,0.999,0.999,0.999,"Hawai'i Island","7",9.85003789090638
"1176",900,"interpolated",0,7.316,7.119,7.514,0.999,0.999,0.999,"Hawai'i Island","7",9.89141012889936
"1177",1000,"interpolated",0,7.411,7.218,7.604,0.999,0.999,0.999,"Hawai'i Island","7",9.99878290037203
"1178",1,"interpolated",0,1,1,1,0.677,0.667,0.687,"Hawai'i Island","8",1.01770153189235
"1179",100,"interpolated",0,4.827,4.652,5.002,0.988,0.987,0.99,"Hawai'i Island","8",6.95188491620229
"1180",200,"interpolated",0,5.667,5.399,5.935,0.994,0.993,0.995,"Hawai'i Island","8",8.14084724458174
"1181",300,"interpolated",0,6.179,5.838,6.519,0.996,0.995,0.996,"Hawai'i Island","8",8.62357391511769
"1182",400,"interpolated",0,6.557,6.161,6.952,0.997,0.996,0.997,"Hawai'i Island","8",9.12845686690644
"1183",500,"interpolated",0,6.863,6.427,7.299,0.997,0.997,0.998,"Hawai'i Island","8",9.26995807471262
"1184",600,"interpolated",0,7.122,6.659,7.586,0.998,0.997,0.998,"Hawai'i Island","8",9.59796501117822
"1185",700,"interpolated",0,7.347,6.865,7.829,0.998,0.998,0.998,"Hawai'i Island","8",9.63724151924224
"1186",800,"interpolated",0,7.543,7.05,8.036,0.998,0.998,0.998,"Hawai'i Island","8",9.85003789090638
"1187",900,"interpolated",0,7.715,7.217,8.213,0.998,0.998,0.999,"Hawai'i Island","8",9.89141012889936
"1188",1000,"interpolated",0,7.867,7.369,8.365,0.999,0.998,0.999,"Hawai'i Island","8",9.99878290037203
"1189",1,"interpolated",0,1,1,1,0.409,0.402,0.417,"Hawai'i Island","9",1.01770153189235
"1190",100,"interpolated",0,5.154,5.057,5.252,0.994,0.993,0.995,"Hawai'i Island","9",6.95188491620229
"1191",200,"interpolated",0,5.501,5.383,5.619,0.998,0.998,0.998,"Hawai'i Island","9",8.14084724458174
"1192",300,"interpolated",0,5.665,5.543,5.786,0.999,0.999,0.999,"Hawai'i Island","9",8.62357391511769
"1193",400,"interpolated",0,5.771,5.659,5.883,0.999,0.999,0.999,"Hawai'i Island","9",9.12845686690644
"1194",500,"interpolated",0,5.843,5.746,5.94,0.999,0.999,1,"Hawai'i Island","9",9.26995807471262
"1195",600,"interpolated",0,5.893,5.812,5.974,1,0.999,1,"Hawai'i Island","9",9.59796501117822
"1196",700,"interpolated",0,5.928,5.862,5.994,1,1,1,"Hawai'i Island","9",9.63724151924224
"1197",800,"interpolated",0,5.951,5.899,6.004,1,1,1,"Hawai'i Island","9",9.85003789090638
"1198",900,"interpolated",0,5.967,5.926,6.009,1,1,1,"Hawai'i Island","9",9.89141012889936
"1199",1000,"interpolated",0,5.978,5.946,6.011,1,1,1,"Hawai'i Island","9",9.99878290037203
"1200",1,"interpolated",0,1,1,1,0.355,0.348,0.362,"Hawai'i Island","10",1.01770153189235
"1201",100,"interpolated",0,8.248,8.13,8.365,0.983,0.983,0.984,"Hawai'i Island","10",6.95188491620229
"1202",200,"interpolated",0,9.2,9.091,9.309,0.995,0.994,0.995,"Hawai'i Island","10",8.14084724458174
"1203",300,"interpolated",0,9.548,9.45,9.645,0.998,0.998,0.998,"Hawai'i Island","10",8.62357391511769
"1204",400,"interpolated",0,9.715,9.629,9.801,0.999,0.999,0.999,"Hawai'i Island","10",9.12845686690644
"1205",500,"interpolated",0,9.81,9.736,9.885,0.999,0.999,0.999,"Hawai'i Island","10",9.26995807471262
"1206",600,"interpolated",0,9.871,9.808,9.934,1,0.999,1,"Hawai'i Island","10",9.59796501117822
"1207",700,"interpolated",0,9.911,9.859,9.964,1,1,1,"Hawai'i Island","10",9.63724151924224
"1208",800,"interpolated",0,9.938,9.896,9.981,1,1,1,"Hawai'i Island","10",9.85003789090638
"1209",900,"interpolated",0,9.957,9.923,9.992,1,1,1,"Hawai'i Island","10",9.89141012889936
"1210",1000,"interpolated",0,9.97,9.943,9.998,1,1,1,"Hawai'i Island","10",9.99878290037203
"1211",1,"interpolated",0,1,1,1,0.205,0.2,0.21,"Hawai'i Island","11",1.01770153189235
"1212",100,"interpolated",0,9.366,9.223,9.509,0.988,0.988,0.989,"Hawai'i Island","11",6.95188491620229
"1213",200,"interpolated",0,10.164,10.012,10.316,0.995,0.994,0.995,"Hawai'i Island","11",8.14084724458174
"1214",300,"interpolated",0,10.565,10.441,10.688,0.997,0.997,0.998,"Hawai'i Island","11",8.62357391511769
"1215",400,"interpolated",0,10.775,10.685,10.864,0.999,0.998,0.999,"Hawai'i Island","11",9.12845686690644
"1216",500,"interpolated",0,10.884,10.824,10.945,0.999,0.999,0.999,"Hawai'i Island","11",9.26995807471262
"1217",600,"interpolated",0,10.941,10.901,10.98,1,0.999,1,"Hawai'i Island","11",9.59796501117822
"1218",700,"interpolated",0,10.97,10.945,10.995,1,1,1,"Hawai'i Island","11",9.63724151924224
"1219",800,"interpolated",0,10.985,10.969,11.001,1,1,1,"Hawai'i Island","11",9.85003789090638
"1220",900,"interpolated",0,10.993,10.983,11.002,1,1,1,"Hawai'i Island","11",9.89141012889936
"1221",1000,"interpolated",0,10.996,10.99,11.002,1,1,1,"Hawai'i Island","11",9.99878290037203
"1222",1,"interpolated",0,1,1,1,0.324,0.318,0.329,"Hawai'i Island","12",1.01770153189235
"1223",100,"interpolated",0,7.143,7.053,7.234,0.991,0.99,0.991,"Hawai'i Island","12",6.95188491620229
"1224",200,"interpolated",0,7.702,7.593,7.811,0.997,0.996,0.997,"Hawai'i Island","12",8.14084724458174
"1225",300,"interpolated",0,7.962,7.841,8.083,0.998,0.998,0.998,"Hawai'i Island","12",8.62357391511769
"1226",400,"interpolated",0,8.126,7.992,8.259,0.999,0.998,0.999,"Hawai'i Island","12",9.12845686690644
"1227",500,"interpolated",0,8.242,8.095,8.39,0.999,0.999,0.999,"Hawai'i Island","12",9.26995807471262
"1228",600,"interpolated",0,8.331,8.169,8.494,0.999,0.999,0.999,"Hawai'i Island","12",9.59796501117822
"1229",700,"interpolated",0,8.402,8.226,8.578,0.999,0.999,1,"Hawai'i Island","12",9.63724151924224
"1230",800,"interpolated",0,8.461,8.274,8.649,0.999,0.999,1,"Hawai'i Island","12",9.85003789090638
"1231",900,"interpolated",0,8.512,8.316,8.708,1,0.999,1,"Hawai'i Island","12",9.89141012889936
"1232",1000,"interpolated",0,8.556,8.353,8.759,1,1,1,"Hawai'i Island","12",9.99878290037203
"1233",1,"interpolated",0,1,1,1,0.721,0.714,0.729,"Hawai'i Island","13",1.01770153189235
"1234",100,"interpolated",0,4.812,4.715,4.91,0.988,0.987,0.988,"Hawai'i Island","13",6.95188491620229
"1235",200,"interpolated",0,5.563,5.447,5.679,0.995,0.995,0.996,"Hawai'i Island","13",8.14084724458174
"1236",300,"interpolated",0,5.924,5.791,6.057,0.997,0.997,0.997,"Hawai'i Island","13",8.62357391511769
"1237",400,"interpolated",0,6.161,6.019,6.303,0.998,0.998,0.998,"Hawai'i Island","13",9.12845686690644
"1238",500,"interpolated",0,6.337,6.194,6.479,0.998,0.998,0.999,"Hawai'i Island","13",9.26995807471262
"1239",600,"interpolated",0,6.473,6.335,6.611,0.999,0.999,0.999,"Hawai'i Island","13",9.59796501117822
"1240",700,"interpolated",0,6.581,6.451,6.711,0.999,0.999,0.999,"Hawai'i Island","13",9.63724151924224
"1241",800,"interpolated",0,6.667,6.547,6.787,0.999,0.999,0.999,"Hawai'i Island","13",9.85003789090638
"1242",900,"interpolated",0,6.735,6.627,6.844,0.999,0.999,1,"Hawai'i Island","13",9.89141012889936
"1243",1000,"interpolated",0,6.79,6.692,6.888,1,0.999,1,"Hawai'i Island","13",9.99878290037203
"1244",1,"interpolated",0,1,1,1,0.459,0.452,0.465,"Hawai'i Island","14",1.01770153189235
"1245",100,"interpolated",0,5.741,5.661,5.821,0.99,0.989,0.99,"Hawai'i Island","14",6.95188491620229
"1246",200,"interpolated",0,6.441,6.339,6.542,0.995,0.995,0.996,"Hawai'i Island","14",8.14084724458174
"1247",300,"interpolated",0,6.808,6.69,6.927,0.997,0.997,0.997,"Hawai'i Island","14",8.62357391511769
"1248",400,"interpolated",0,7.048,6.913,7.183,0.998,0.998,0.998,"Hawai'i Island","14",9.12845686690644
"1249",500,"interpolated",0,7.226,7.075,7.377,0.998,0.998,0.999,"Hawai'i Island","14",9.26995807471262
"1250",600,"interpolated",0,7.369,7.201,7.537,0.999,0.998,0.999,"Hawai'i Island","14",9.59796501117822
"1251",700,"interpolated",0,7.49,7.305,7.674,0.999,0.999,0.999,"Hawai'i Island","14",9.63724151924224
"1252",800,"interpolated",0,7.594,7.393,7.794,0.999,0.999,0.999,"Hawai'i Island","14",9.85003789090638
"1253",900,"interpolated",0,7.686,7.471,7.901,0.999,0.999,0.999,"Hawai'i Island","14",9.89141012889936
"1254",1000,"interpolated",0,7.768,7.54,7.996,0.999,0.999,0.999,"Hawai'i Island","14",9.99878290037203
"1255",1,"interpolated",0,1,1,1,0.841,0.836,0.845,"Hawai'i Island","15",1.01770153189235
"1256",100,"interpolated",0,4.665,4.588,4.741,0.986,0.986,0.987,"Hawai'i Island","15",6.95188491620229
"1257",200,"interpolated",0,5.453,5.351,5.555,0.995,0.995,0.996,"Hawai'i Island","15",8.14084724458174
"1258",300,"interpolated",0,5.795,5.674,5.917,0.997,0.997,0.998,"Hawai'i Island","15",8.62357391511769
"1259",400,"interpolated",0,6.016,5.882,6.151,0.998,0.998,0.998,"Hawai'i Island","15",9.12845686690644
"1260",500,"interpolated",0,6.185,6.046,6.325,0.998,0.998,0.999,"Hawai'i Island","15",9.26995807471262
"1261",600,"interpolated",0,6.323,6.183,6.462,0.999,0.999,0.999,"Hawai'i Island","15",9.59796501117822
"1262",700,"interpolated",0,6.436,6.3,6.572,0.999,0.999,0.999,"Hawai'i Island","15",9.63724151924224
"1263",800,"interpolated",0,6.53,6.401,6.66,0.999,0.999,0.999,"Hawai'i Island","15",9.85003789090638
"1264",900,"interpolated",0,6.609,6.488,6.731,0.999,0.999,0.999,"Hawai'i Island","15",9.89141012889936
"1265",1000,"interpolated",0,6.675,6.563,6.787,0.999,0.999,0.999,"Hawai'i Island","15",9.99878290037203
"1266",1,"interpolated",0,1,1,1,0.358,0.35,0.366,"Hawai'i Island","16",1.01770153189235
"1267",100,"interpolated",0,8.158,7.944,8.373,0.975,0.974,0.976,"Hawai'i Island","16",6.95188491620229
"1268",200,"interpolated",0,9.829,9.549,10.109,0.989,0.988,0.99,"Hawai'i Island","16",8.14084724458174
"1269",300,"interpolated",0,10.69,10.387,10.992,0.993,0.993,0.994,"Hawai'i Island","16",8.62357391511769
"1270",400,"interpolated",0,11.22,10.908,11.531,0.996,0.995,0.996,"Hawai'i Island","16",9.12845686690644
"1271",500,"interpolated",0,11.577,11.26,11.894,0.997,0.997,0.997,"Hawai'i Island","16",9.26995807471262
"1272",600,"interpolated",0,11.831,11.509,12.153,0.998,0.997,0.998,"Hawai'i Island","16",9.59796501117822
"1273",700,"interpolated",0,12.021,11.695,12.346,0.998,0.998,0.999,"Hawai'i Island","16",9.63724151924224
"1274",800,"interpolated",0,12.167,11.84,12.495,0.999,0.998,0.999,"Hawai'i Island","16",9.85003789090638
"1275",900,"interpolated",0,12.284,11.956,12.612,0.999,0.999,0.999,"Hawai'i Island","16",9.89141012889936
"1276",1000,"interpolated",0,12.379,12.053,12.706,0.999,0.999,0.999,"Hawai'i Island","16",9.99878290037203
"1277",1,"interpolated",0,1,1,1,0.374,0.371,0.378,"Hawai'i Island","17",1.01770153189235
"1278",100,"interpolated",0,5.363,5.272,5.454,0.99,0.99,0.991,"Hawai'i Island","17",6.95188491620229
"1279",200,"interpolated",0,6.056,5.932,6.179,0.995,0.995,0.996,"Hawai'i Island","17",8.14084724458174
"1280",300,"interpolated",0,6.434,6.286,6.583,0.997,0.997,0.997,"Hawai'i Island","17",8.62357391511769
"1281",400,"interpolated",0,6.673,6.505,6.841,0.998,0.998,0.998,"Hawai'i Island","17",9.12845686690644
"1282",500,"interpolated",0,6.84,6.658,7.022,0.999,0.998,0.999,"Hawai'i Island","17",9.26995807471262
"1283",600,"interpolated",0,6.967,6.775,7.16,0.999,0.999,0.999,"Hawai'i Island","17",9.59796501117822
"1284",700,"interpolated",0,7.07,6.87,7.27,0.999,0.999,0.999,"Hawai'i Island","17",9.63724151924224
"1285",800,"interpolated",0,7.155,6.95,7.361,0.999,0.999,0.999,"Hawai'i Island","17",9.85003789090638
"1286",900,"interpolated",0,7.228,7.018,7.439,0.999,0.999,0.999,"Hawai'i Island","17",9.89141012889936
"1287",1000,"interpolated",0,7.292,7.077,7.507,0.999,0.999,1,"Hawai'i Island","17",9.99878290037203
"1288",1,"interpolated",0,1,1,1,0.443,0.437,0.45,"Hawai'i Island","18",1.01770153189235
"1289",100,"interpolated",0,7.921,7.799,8.042,0.983,0.982,0.984,"Hawai'i Island","18",6.95188491620229
"1290",200,"interpolated",0,9.04,8.893,9.187,0.992,0.992,0.993,"Hawai'i Island","18",8.14084724458174
"1291",300,"interpolated",0,9.632,9.481,9.782,0.995,0.995,0.996,"Hawai'i Island","18",8.62357391511769
"1292",400,"interpolated",0,9.997,9.85,10.144,0.997,0.997,0.997,"Hawai'i Island","18",9.12845686690644
"1293",500,"interpolated",0,10.24,10.098,10.381,0.998,0.998,0.998,"Hawai'i Island","18",9.26995807471262
"1294",600,"interpolated",0,10.409,10.274,10.544,0.999,0.998,0.999,"Hawai'i Island","18",9.59796501117822
"1295",700,"interpolated",0,10.532,10.404,10.66,0.999,0.999,0.999,"Hawai'i Island","18",9.63724151924224
"1296",800,"interpolated",0,10.625,10.504,10.745,0.999,0.999,0.999,"Hawai'i Island","18",9.85003789090638
"1297",900,"interpolated",0,10.696,10.583,10.809,0.999,0.999,0.999,"Hawai'i Island","18",9.89141012889936
"1298",1000,"interpolated",0,10.751,10.646,10.856,1,0.999,1,"Hawai'i Island","18",9.99878290037203
"1299",1,"interpolated",0,1,1,1,0.587,0.58,0.595,"Hawai'i Island","19",1.01770153189235
"1300",100,"interpolated",0,6.57,6.482,6.659,0.992,0.991,0.992,"Hawai'i Island","19",6.95188491620229
"1301",200,"interpolated",0,7.068,6.957,7.18,0.997,0.997,0.997,"Hawai'i Island","19",8.14084724458174
"1302",300,"interpolated",0,7.32,7.202,7.438,0.998,0.998,0.998,"Hawai'i Island","19",8.62357391511769
"1303",400,"interpolated",0,7.483,7.364,7.602,0.999,0.999,0.999,"Hawai'i Island","19",9.12845686690644
"1304",500,"interpolated",0,7.596,7.48,7.713,0.999,0.999,0.999,"Hawai'i Island","19",9.26995807471262
"1305",600,"interpolated",0,7.68,7.566,7.793,0.999,0.999,0.999,"Hawai'i Island","19",9.59796501117822
"1306",700,"interpolated",0,7.743,7.635,7.851,0.999,0.999,1,"Hawai'i Island","19",9.63724151924224
"1307",800,"interpolated",0,7.792,7.691,7.894,1,0.999,1,"Hawai'i Island","19",9.85003789090638
"1308",900,"interpolated",0,7.832,7.738,7.926,1,1,1,"Hawai'i Island","19",9.89141012889936
