"m","method","order","qD","qD.LCL","qD.UCL","SC","SC.LCL","SC.UCL","geo_entity2","iteration","qD_pred"
"253",1000,"interpolated",0,16.1,15.682,16.519,0.998,0.998,0.999,"Maui Nui","23",13.7833113214636
"254",1,"interpolated",0,1,1,1,0.399,0.39,0.407,"Maui Nui","24",1.02001246810175
"255",100,"interpolated",0,6.824,6.663,6.985,0.98,0.978,0.981,"Maui Nui","24",8.31903446661933
"256",200,"interpolated",0,8.424,8.174,8.674,0.987,0.987,0.988,"Maui Nui","24",10.1229805702121
"257",300,"interpolated",0,9.474,9.166,9.781,0.991,0.991,0.992,"Maui Nui","24",11.0360684996406
"258",400,"interpolated",0,10.23,9.886,10.574,0.993,0.993,0.994,"Maui Nui","24",11.897340665704
"259",500,"interpolated",0,10.807,10.441,11.172,0.995,0.995,0.995,"Maui Nui","24",12.2840558128155
"260",600,"interpolated",0,11.26,10.881,11.639,0.996,0.996,0.996,"Maui Nui","24",12.8441970205628
"261",700,"interpolated",0,11.625,11.238,12.011,0.997,0.996,0.997,"Maui Nui","24",13.0407000574376
"262",800,"interpolated",0,11.923,11.531,12.314,0.997,0.997,0.998,"Maui Nui","24",13.4124407545958
"263",900,"interpolated",0,12.169,11.776,12.563,0.998,0.997,0.998,"Maui Nui","24",13.567588362846
"264",1000,"interpolated",0,12.376,11.982,12.771,0.998,0.998,0.998,"Maui Nui","24",13.7833113214636
"265",1,"interpolated",0,1,1,1,0.353,0.346,0.359,"Maui Nui","25",1.02001246810175
"266",100,"interpolated",0,8.79,8.632,8.948,0.975,0.974,0.976,"Maui Nui","25",8.31903446661933
"267",200,"interpolated",0,10.587,10.374,10.801,0.987,0.986,0.987,"Maui Nui","25",10.1229805702121
"268",300,"interpolated",0,11.69,11.433,11.946,0.991,0.99,0.991,"Maui Nui","25",11.0360684996406
"269",400,"interpolated",0,12.503,12.215,12.791,0.993,0.992,0.993,"Maui Nui","25",11.897340665704
"270",500,"interpolated",0,13.148,12.837,13.46,0.994,0.994,0.995,"Maui Nui","25",12.2840558128155
"271",600,"interpolated",0,13.679,13.351,14.008,0.995,0.995,0.995,"Maui Nui","25",12.8441970205628
"272",700,"interpolated",0,14.125,13.783,14.467,0.996,0.996,0.996,"Maui Nui","25",13.0407000574376
"273",800,"interpolated",0,14.506,14.153,14.859,0.996,0.996,0.997,"Maui Nui","25",13.4124407545958
"274",900,"interpolated",0,14.833,14.471,15.195,0.997,0.997,0.997,"Maui Nui","25",13.567588362846
"275",1000,"interpolated",0,15.118,14.748,15.488,0.997,0.997,0.998,"Maui Nui","25",13.7833113214636
"276",1,"interpolated",0,1,1,1,0.3,0.292,0.308,"Maui Nui","26",1.02001246810175
"277",100,"interpolated",0,9.445,9.224,9.666,0.978,0.977,0.98,"Maui Nui","26",8.31903446661933
"278",200,"interpolated",0,10.993,10.699,11.287,0.989,0.988,0.989,"Maui Nui","26",10.1229805702121
"279",300,"interpolated",0,11.921,11.602,12.24,0.992,0.992,0.993,"Maui Nui","26",11.0360684996406
"280",400,"interpolated",0,12.555,12.233,12.876,0.995,0.994,0.995,"Maui Nui","26",11.897340665704
"281",500,"interpolated",0,13.013,12.697,13.328,0.996,0.996,0.997,"Maui Nui","26",12.2840558128155
"282",600,"interpolated",0,13.357,13.049,13.664,0.997,0.997,0.997,"Maui Nui","26",12.8441970205628
"283",700,"interpolated",0,13.622,13.321,13.922,0.998,0.997,0.998,"Maui Nui","26",13.0407000574376
"284",800,"interpolated",0,13.831,13.536,14.126,0.998,0.998,0.998,"Maui Nui","26",13.4124407545958
"285",900,"interpolated",0,13.998,13.708,14.289,0.998,0.998,0.999,"Maui Nui","26",13.567588362846
"286",1000,"interpolated",0,14.135,13.848,14.421,0.999,0.999,0.999,"Maui Nui","26",13.7833113214636
"287",1,"interpolated",0,1,1,1,0.278,0.274,0.282,"Maui Nui","27",1.02001246810175
"288",100,"interpolated",0,8.291,8.125,8.458,0.976,0.975,0.977,"Maui Nui","27",8.31903446661933
"289",200,"interpolated",0,10.041,9.821,10.262,0.987,0.986,0.987,"Maui Nui","27",10.1229805702121
"290",300,"interpolated",0,11.111,10.872,11.349,0.991,0.991,0.992,"Maui Nui","27",11.0360684996406
"291",400,"interpolated",0,11.842,11.597,12.087,0.994,0.993,0.994,"Maui Nui","27",11.897340665704
"292",500,"interpolated",0,12.368,12.119,12.617,0.995,0.995,0.996,"Maui Nui","27",12.2840558128155
"293",600,"interpolated",0,12.762,12.509,13.014,0.997,0.996,0.997,"Maui Nui","27",12.8441970205628
"294",700,"interpolated",0,13.066,12.81,13.322,0.997,0.997,0.998,"Maui Nui","27",13.0407000574376
"295",800,"interpolated",0,13.308,13.05,13.567,0.998,0.998,0.998,"Maui Nui","27",13.4124407545958
"296",900,"interpolated",0,13.506,13.245,13.767,0.998,0.998,0.998,"Maui Nui","27",13.567588362846
"297",1000,"interpolated",0,13.67,13.408,13.932,0.998,0.998,0.999,"Maui Nui","27",13.7833113214636
"298",1,"interpolated",0,1,1,1,0.379,0.373,0.386,"Maui Nui","28",1.02001246810175
"299",100,"interpolated",0,10.265,10.077,10.454,0.962,0.96,0.963,"Maui Nui","28",8.31903446661933
"300",200,"interpolated",0,13.074,12.807,13.341,0.979,0.978,0.98,"Maui Nui","28",10.1229805702121
"301",300,"interpolated",0,14.721,14.402,15.04,0.987,0.986,0.988,"Maui Nui","28",11.0360684996406
"302",400,"interpolated",0,15.832,15.471,16.194,0.991,0.99,0.991,"Maui Nui","28",11.897340665704
"303",500,"interpolated",0,16.656,16.256,17.056,0.993,0.992,0.993,"Maui Nui","28",12.2840558128155
"304",600,"interpolated",0,17.307,16.872,17.743,0.994,0.994,0.995,"Maui Nui","28",12.8441970205628
"305",700,"interpolated",0,17.846,17.378,18.314,0.995,0.995,0.996,"Maui Nui","28",13.0407000574376
"306",800,"interpolated",0,18.305,17.81,18.801,0.996,0.995,0.996,"Maui Nui","28",13.4124407545958
"307",900,"interpolated",0,18.706,18.186,19.225,0.996,0.996,0.997,"Maui Nui","28",13.567588362846
"308",1000,"interpolated",0,19.06,18.521,19.599,0.997,0.996,0.997,"Maui Nui","28",13.7833113214636
"309",1,"interpolated",0,1,1,1,0.257,0.254,0.26,"Maui Nui","29",1.02001246810175
"310",100,"interpolated",0,8.312,8.192,8.431,0.982,0.981,0.983,"Maui Nui","29",8.31903446661933
"311",200,"interpolated",0,9.488,9.305,9.67,0.992,0.991,0.993,"Maui Nui","29",10.1229805702121
"312",300,"interpolated",0,10.145,9.917,10.373,0.995,0.994,0.995,"Maui Nui","29",11.0360684996406
"313",400,"interpolated",0,10.62,10.363,10.878,0.996,0.996,0.996,"Maui Nui","29",11.897340665704
"314",500,"interpolated",0,10.991,10.716,11.266,0.997,0.996,0.997,"Maui Nui","29",12.2840558128155
"315",600,"interpolated",0,11.291,11.006,11.575,0.997,0.997,0.997,"Maui Nui","29",12.8441970205628
"316",700,"interpolated",0,11.536,11.248,11.825,0.998,0.998,0.998,"Maui Nui","29",13.0407000574376
"317",800,"interpolated",0,11.741,11.453,12.029,0.998,0.998,0.998,"Maui Nui","29",13.4124407545958
"318",900,"interpolated",0,11.913,11.628,12.197,0.998,0.998,0.999,"Maui Nui","29",13.567588362846
"319",1000,"interpolated",0,12.058,11.78,12.336,0.999,0.999,0.999,"Maui Nui","29",13.7833113214636
"320",1,"interpolated",0,1,1,1,0.257,0.252,0.261,"Maui Nui","30",1.02001246810175
"321",100,"interpolated",0,9.229,9.038,9.421,0.972,0.97,0.973,"Maui Nui","30",8.31903446661933
"322",200,"interpolated",0,11.444,11.154,11.735,0.982,0.981,0.983,"Maui Nui","30",10.1229805702121
"323",300,"interpolated",0,12.949,12.605,13.294,0.987,0.987,0.988,"Maui Nui","30",11.0360684996406
"324",400,"interpolated",0,14.081,13.704,14.458,0.99,0.99,0.991,"Maui Nui","30",11.897340665704
"325",500,"interpolated",0,14.976,14.579,15.374,0.992,0.991,0.992,"Maui Nui","30",12.2840558128155
"326",600,"interpolated",0,15.709,15.296,16.122,0.993,0.993,0.994,"Maui Nui","30",12.8441970205628
"327",700,"interpolated",0,16.322,15.896,16.749,0.994,0.994,0.995,"Maui Nui","30",13.0407000574376
"328",800,"interpolated",0,16.845,16.407,17.284,0.995,0.995,0.996,"Maui Nui","30",13.4124407545958
"329",900,"interpolated",0,17.298,16.848,17.748,0.996,0.995,0.996,"Maui Nui","30",13.567588362846
"330",1000,"interpolated",0,17.693,17.232,18.154,0.996,0.996,0.997,"Maui Nui","30",13.7833113214636
"331",1,"interpolated",0,1,1,1,0.241,0.235,0.248,"Maui Nui","31",1.02001246810175
"332",100,"interpolated",0,13.309,13.07,13.547,0.96,0.958,0.961,"Maui Nui","31",8.31903446661933
"333",200,"interpolated",0,16.167,15.843,16.49,0.979,0.978,0.98,"Maui Nui","31",10.1229805702121
"334",300,"interpolated",0,17.805,17.427,18.184,0.987,0.986,0.988,"Maui Nui","31",11.0360684996406
"335",400,"interpolated",0,18.901,18.483,19.32,0.991,0.99,0.991,"Maui Nui","31",11.897340665704
"336",500,"interpolated",0,19.697,19.247,20.148,0.993,0.993,0.994,"Maui Nui","31",12.2840558128155
"337",600,"interpolated",0,20.306,19.83,20.782,0.995,0.994,0.995,"Maui Nui","31",12.8441970205628
"338",700,"interpolated",0,20.789,20.292,21.285,0.996,0.995,0.996,"Maui Nui","31",13.0407000574376
"339",800,"interpolated",0,21.181,20.668,21.695,0.996,0.996,0.997,"Maui Nui","31",13.4124407545958
"340",900,"interpolated",0,21.508,20.983,22.033,0.997,0.997,0.997,"Maui Nui","31",13.567588362846
"341",1000,"interpolated",0,21.784,21.25,22.318,0.997,0.997,0.998,"Maui Nui","31",13.7833113214636
"342",1,"interpolated",0,1,1,1,0.276,0.27,0.282,"Maui Nui","32",1.02001246810175
"343",100,"interpolated",0,10.235,10.031,10.438,0.965,0.964,0.967,"Maui Nui","32",8.31903446661933
"344",200,"interpolated",0,12.82,12.548,13.093,0.981,0.98,0.981,"Maui Nui","32",10.1229805702121
"345",300,"interpolated",0,14.382,14.075,14.689,0.987,0.987,0.988,"Maui Nui","32",11.0360684996406
"346",400,"interpolated",0,15.43,15.102,15.758,0.991,0.991,0.992,"Maui Nui","32",11.897340665704
"347",500,"interpolated",0,16.178,15.836,16.52,0.994,0.993,0.994,"Maui Nui","32",12.2840558128155
"348",600,"interpolated",0,16.735,16.382,17.089,0.995,0.995,0.995,"Maui Nui","32",12.8441970205628
"349",700,"interpolated",0,17.166,16.802,17.529,0.996,0.996,0.996,"Maui Nui","32",13.0407000574376
"350",800,"interpolated",0,17.507,17.136,17.879,0.997,0.997,0.997,"Maui Nui","32",13.4124407545958
"351",900,"interpolated",0,17.785,17.407,18.163,0.997,0.997,0.998,"Maui Nui","32",13.567588362846
"352",1000,"interpolated",0,18.016,17.633,18.4,0.998,0.998,0.998,"Maui Nui","32",13.7833113214636
"353",1,"interpolated",0,1,1,1,0.263,0.259,0.267,"Maui Nui","33",1.02001246810175
"354",100,"interpolated",0,9.186,9.026,9.346,0.979,0.978,0.98,"Maui Nui","33",8.31903446661933
"355",200,"interpolated",0,10.795,10.54,11.05,0.987,0.986,0.988,"Maui Nui","33",10.1229805702121
"356",300,"interpolated",0,11.928,11.611,12.245,0.99,0.989,0.991,"Maui Nui","33",11.0360684996406
"357",400,"interpolated",0,12.826,12.47,13.182,0.992,0.991,0.992,"Maui Nui","33",11.897340665704
"358",500,"interpolated",0,13.562,13.182,13.943,0.993,0.993,0.994,"Maui Nui","33",12.2840558128155
"359",600,"interpolated",0,14.176,13.78,14.572,0.994,0.994,0.995,"Maui Nui","33",12.8441970205628
"360",700,"interpolated",0,14.692,14.285,15.099,0.995,0.995,0.996,"Maui Nui","33",13.0407000574376
"361",800,"interpolated",0,15.129,14.714,15.545,0.996,0.996,0.996,"Maui Nui","33",13.4124407545958
"362",900,"interpolated",0,15.503,15.081,15.925,0.997,0.996,0.997,"Maui Nui","33",13.567588362846
"363",1000,"interpolated",0,15.825,15.397,16.253,0.997,0.997,0.997,"Maui Nui","33",13.7833113214636
"364",1,"interpolated",0,1,1,1,0.273,0.269,0.278,"Maui Nui","34",1.02001246810175
"365",100,"interpolated",0,9.394,9.241,9.547,0.969,0.967,0.97,"Maui Nui","34",8.31903446661933
"366",200,"interpolated",0,11.95,11.706,12.194,0.979,0.978,0.98,"Maui Nui","34",10.1229805702121
"367",300,"interpolated",0,13.752,13.445,14.059,0.985,0.984,0.985,"Maui Nui","34",11.0360684996406
"368",400,"interpolated",0,15.104,14.754,15.454,0.988,0.988,0.989,"Maui Nui","34",11.897340665704
"369",500,"interpolated",0,16.153,15.776,16.529,0.991,0.99,0.991,"Maui Nui","34",12.2840558128155
"370",600,"interpolated",0,16.986,16.595,17.378,0.993,0.992,0.993,"Maui Nui","34",12.8441970205628
"371",700,"interpolated",0,17.662,17.264,18.06,0.994,0.994,0.994,"Maui Nui","34",13.0407000574376
"372",800,"interpolated",0,18.218,17.819,18.616,0.995,0.995,0.995,"Maui Nui","34",13.4124407545958
"373",900,"interpolated",0,18.681,18.285,19.076,0.996,0.996,0.996,"Maui Nui","34",13.567588362846
"374",1000,"interpolated",0,19.071,18.68,19.461,0.996,0.996,0.997,"Maui Nui","34",13.7833113214636
"375",1,"interpolated",0,1,1,1,0.296,0.292,0.299,"Maui Nui","35",1.02001246810175
"376",100,"interpolated",0,7.986,7.848,8.124,0.982,0.981,0.983,"Maui Nui","35",8.31903446661933
"377",200,"interpolated",0,9.141,8.975,9.307,0.992,0.992,0.993,"Maui Nui","35",10.1229805702121
"378",300,"interpolated",0,9.719,9.526,9.912,0.996,0.995,0.996,"Maui Nui","35",11.0360684996406
"379",400,"interpolated",0,10.087,9.863,10.31,0.997,0.997,0.997,"Maui Nui","35",11.897340665704
"380",500,"interpolated",0,10.356,10.103,10.609,0.998,0.997,0.998,"Maui Nui","35",12.2840558128155
"381",600,"interpolated",0,10.572,10.293,10.852,0.998,0.998,0.998,"Maui Nui","35",12.8441970205628
"382",700,"interpolated",0,10.756,10.453,11.059,0.998,0.998,0.999,"Maui Nui","35",13.0407000574376
"383",800,"interpolated",0,10.917,10.593,11.241,0.998,0.998,0.999,"Maui Nui","35",13.4124407545958
"384",900,"interpolated",0,11.061,10.719,11.403,0.999,0.998,0.999,"Maui Nui","35",13.567588362846
"385",1000,"interpolated",0,11.191,10.833,11.549,0.999,0.999,0.999,"Maui Nui","35",13.7833113214636
"386",1,"interpolated",0,1,1,1,0.352,0.348,0.355,"Maui Nui","36",1.02001246810175
"387",100,"interpolated",0,7.664,7.539,7.788,0.979,0.978,0.979,"Maui Nui","36",8.31903446661933
"388",200,"interpolated",0,9.115,8.956,9.274,0.99,0.99,0.991,"Maui Nui","36",10.1229805702121
"389",300,"interpolated",0,9.863,9.685,10.041,0.994,0.994,0.995,"Maui Nui","36",11.0360684996406
"390",400,"interpolated",0,10.321,10.13,10.512,0.996,0.996,0.997,"Maui Nui","36",11.897340665704
"391",500,"interpolated",0,10.632,10.433,10.831,0.997,0.997,0.998,"Maui Nui","36",12.2840558128155
"392",600,"interpolated",0,10.861,10.657,11.064,0.998,0.998,0.998,"Maui Nui","36",12.8441970205628
"393",700,"interpolated",0,11.037,10.832,11.242,0.998,0.998,0.999,"Maui Nui","36",13.0407000574376
"394",800,"interpolated",0,11.177,10.973,11.382,0.999,0.999,0.999,"Maui Nui","36",13.4124407545958
"395",900,"interpolated",0,11.292,11.089,11.495,0.999,0.999,0.999,"Maui Nui","36",13.567588362846
"396",1000,"interpolated",0,11.387,11.187,11.588,0.999,0.999,0.999,"Maui Nui","36",13.7833113214636
"397",1,"interpolated",0,1,1,1,0.347,0.341,0.352,"Maui Nui","37",1.02001246810175
"398",100,"interpolated",0,6.842,6.718,6.966,0.985,0.984,0.985,"Maui Nui","37",8.31903446661933
"399",200,"interpolated",0,8.001,7.85,8.152,0.991,0.991,0.992,"Maui Nui","37",10.1229805702121
"400",300,"interpolated",0,8.713,8.561,8.865,0.994,0.994,0.995,"Maui Nui","37",11.0360684996406
"401",400,"interpolated",0,9.174,9.024,9.324,0.996,0.996,0.997,"Maui Nui","37",11.897340665704
"402",500,"interpolated",0,9.483,9.332,9.635,0.997,0.997,0.998,"Maui Nui","37",12.2840558128155
"403",600,"interpolated",0,9.7,9.544,9.855,0.998,0.998,0.998,"Maui Nui","37",12.8441970205628
"404",700,"interpolated",0,9.858,9.697,10.019,0.999,0.998,0.999,"Maui Nui","37",13.0407000574376
"405",800,"interpolated",0,9.979,9.812,10.145,0.999,0.999,0.999,"Maui Nui","37",13.4124407545958
"406",900,"interpolated",0,10.074,9.902,10.247,0.999,0.999,0.999,"Maui Nui","37",13.567588362846
"407",1000,"interpolated",0,10.152,9.975,10.33,0.999,0.999,0.999,"Maui Nui","37",13.7833113214636
"408",1,"interpolated",0,1,1,1,0.332,0.327,0.338,"Maui Nui","38",1.02001246810175
"409",100,"interpolated",0,8.757,8.563,8.951,0.971,0.969,0.972,"Maui Nui","38",8.31903446661933
"410",200,"interpolated",0,10.875,10.602,11.147,0.984,0.984,0.985,"Maui Nui","38",10.1229805702121
"411",300,"interpolated",0,12.131,11.814,12.447,0.99,0.989,0.99,"Maui Nui","38",11.0360684996406
"412",400,"interpolated",0,12.99,12.649,13.331,0.993,0.992,0.993,"Maui Nui","38",11.897340665704
"413",500,"interpolated",0,13.622,13.268,13.976,0.995,0.994,0.995,"Maui Nui","38",12.2840558128155
"414",600,"interpolated",0,14.108,13.747,14.47,0.996,0.995,0.996,"Maui Nui","38",12.8441970205628
"415",700,"interpolated",0,14.495,14.13,14.859,0.997,0.996,0.997,"Maui Nui","38",13.0407000574376
"416",800,"interpolated",0,14.808,14.443,15.174,0.997,0.997,0.997,"Maui Nui","38",13.4124407545958
"417",900,"interpolated",0,15.067,14.702,15.432,0.998,0.997,0.998,"Maui Nui","38",13.567588362846
"418",1000,"interpolated",0,15.284,14.922,15.647,0.998,0.998,0.998,"Maui Nui","38",13.7833113214636
"419",1,"interpolated",0,1,1,1,0.315,0.307,0.322,"Maui Nui","39",1.02001246810175
"420",100,"interpolated",0,9.555,9.389,9.72,0.983,0.981,0.984,"Maui Nui","39",8.31903446661933
"421",200,"interpolated",0,10.855,10.605,11.106,0.99,0.989,0.99,"Maui Nui","39",10.1229805702121
"422",300,"interpolated",0,11.738,11.438,12.038,0.992,0.992,0.993,"Maui Nui","39",11.0360684996406
"423",400,"interpolated",0,12.397,12.065,12.728,0.994,0.994,0.995,"Maui Nui","39",11.897340665704
"424",500,"interpolated",0,12.903,12.549,13.256,0.996,0.995,0.996,"Maui Nui","39",12.2840558128155
"425",600,"interpolated",0,13.3,12.93,13.67,0.996,0.996,0.997,"Maui Nui","39",12.8441970205628
"426",700,"interpolated",0,13.619,13.237,14.001,0.997,0.997,0.997,"Maui Nui","39",13.0407000574376
"427",800,"interpolated",0,13.88,13.489,14.272,0.998,0.997,0.998,"Maui Nui","39",13.4124407545958
"428",900,"interpolated",0,14.099,13.7,14.498,0.998,0.998,0.998,"Maui Nui","39",13.567588362846
"429",1000,"interpolated",0,14.284,13.88,14.688,0.998,0.998,0.998,"Maui Nui","39",13.7833113214636
"430",1,"interpolated",0,1,1,1,0.443,0.433,0.454,"Maui Nui","40",1.02001246810175
"431",100,"interpolated",0,10.697,10.496,10.897,0.966,0.965,0.968,"Maui Nui","40",8.31903446661933
"432",200,"interpolated",0,13.032,12.777,13.287,0.983,0.983,0.984,"Maui Nui","40",10.1229805702121
"433",300,"interpolated",0,14.33,14.047,14.613,0.99,0.989,0.99,"Maui Nui","40",11.0360684996406
"434",400,"interpolated",0,15.178,14.872,15.485,0.993,0.992,0.993,"Maui Nui","40",11.897340665704
"435",500,"interpolated",0,15.788,15.461,16.114,0.995,0.994,0.995,"Maui Nui","40",12.2840558128155
"436",600,"interpolated",0,16.254,15.91,16.597,0.996,0.995,0.996,"Maui Nui","40",12.8441970205628
"437",700,"interpolated",0,16.624,16.267,16.982,0.997,0.996,0.997,"Maui Nui","40",13.0407000574376
"438",800,"interpolated",0,16.928,16.56,17.296,0.997,0.997,0.998,"Maui Nui","40",13.4124407545958
"439",900,"interpolated",0,17.182,16.806,17.558,0.998,0.997,0.998,"Maui Nui","40",13.567588362846
"440",1000,"interpolated",0,17.397,17.015,17.78,0.998,0.998,0.998,"Maui Nui","40",13.7833113214636
"441",1,"interpolated",0,1,1,1,0.331,0.326,0.336,"Maui Nui","41",1.02001246810175
"442",100,"interpolated",0,6.359,6.262,6.456,0.987,0.987,0.988,"Maui Nui","41",8.31903446661933
"443",200,"interpolated",0,7.312,7.174,7.45,0.993,0.992,0.993,"Maui Nui","41",10.1229805702121
"444",300,"interpolated",0,7.936,7.776,8.096,0.995,0.994,0.995,"Maui Nui","41",11.0360684996406
"445",400,"interpolated",0,8.377,8.204,8.551,0.996,0.996,0.997,"Maui Nui","41",11.897340665704
"446",500,"interpolated",0,8.701,8.519,8.883,0.997,0.997,0.997,"Maui Nui","41",12.2840558128155
"447",600,"interpolated",0,8.944,8.758,9.131,0.998,0.998,0.998,"Maui Nui","41",12.8441970205628
"448",700,"interpolated",0,9.132,8.944,9.32,0.998,0.998,0.999,"Maui Nui","41",13.0407000574376
"449",800,"interpolated",0,9.279,9.091,9.467,0.999,0.999,0.999,"Maui Nui","41",13.4124407545958
"450",900,"interpolated",0,9.397,9.211,9.583,0.999,0.999,0.999,"Maui Nui","41",13.567588362846
"451",1000,"interpolated",0,9.492,9.31,9.674,0.999,0.999,0.999,"Maui Nui","41",13.7833113214636
"452",1,"interpolated",0,1,1,1,0.374,0.367,0.381,"Maui Nui","42",1.02001246810175
"453",100,"interpolated",0,7.244,7.107,7.381,0.988,0.987,0.989,"Maui Nui","42",8.31903446661933
"454",200,"interpolated",0,8.124,7.919,8.328,0.993,0.993,0.994,"Maui Nui","42",10.1229805702121
"455",300,"interpolated",0,8.697,8.445,8.95,0.995,0.995,0.996,"Maui Nui","42",11.0360684996406
"456",400,"interpolated",0,9.126,8.835,9.416,0.996,0.996,0.997,"Maui Nui","42",11.897340665704
"457",500,"interpolated",0,9.464,9.143,9.785,0.997,0.997,0.997,"Maui Nui","42",12.2840558128155
"458",600,"interpolated",0,9.741,9.394,10.087,0.997,0.997,0.998,"Maui Nui","42",12.8441970205628
"459",700,"interpolated",0,9.973,9.605,10.341,0.998,0.998,0.998,"Maui Nui","42",13.0407000574376
"460",800,"interpolated",0,10.171,9.785,10.557,0.998,0.998,0.998,"Maui Nui","42",13.4124407545958
"461",900,"interpolated",0,10.343,9.942,10.743,0.998,0.998,0.999,"Maui Nui","42",13.567588362846
"462",1000,"interpolated",0,10.493,10.081,10.905,0.999,0.998,0.999,"Maui Nui","42",13.7833113214636
"463",1,"interpolated",0,1,1,1,0.225,0.22,0.23,"Maui Nui","43",1.02001246810175
"464",100,"interpolated",0,8.521,8.318,8.723,0.98,0.979,0.982,"Maui Nui","43",8.31903446661933
"465",200,"interpolated",0,10.058,9.755,10.361,0.988,0.987,0.989,"Maui Nui","43",10.1229805702121
"466",300,"interpolated",0,11.073,10.712,11.434,0.991,0.991,0.992,"Maui Nui","43",11.0360684996406
"467",400,"interpolated",0,11.81,11.415,12.204,0.994,0.993,0.994,"Maui Nui","43",11.897340665704
"468",500,"interpolated",0,12.373,11.962,12.783,0.995,0.995,0.995,"Maui Nui","43",12.2840558128155
"469",600,"interpolated",0,12.816,12.401,13.232,0.996,0.996,0.996,"Maui Nui","43",12.8441970205628
"470",700,"interpolated",0,13.173,12.759,13.586,0.997,0.997,0.997,"Maui Nui","43",13.0407000574376
"471",800,"interpolated",0,13.463,13.056,13.869,0.997,0.997,0.998,"Maui Nui","43",13.4124407545958
